Catcher,Pitcher,Hitter,Pitch type,Thrown strike? (Don't count swings at balls),Swing?,Balls before pitch,Strikes before pitch,Outs,1B occupied?,2B occupied,3B occupied,
,,Plant,2-seam fastball,TRUE,TRUE,1,1,1,FALSE,FALSE,FALSE,
,,Plant,Changeup,FALSE,TRUE,1,2,1,FALSE,FALSE,FALSE,
,,Aryo,4-seam fastball,FALSE,FALSE,0,0,2,TRUE,FALSE,FALSE,
,,Aryo,4-seam fastball,TRUE,TRUE,1,0,2,FALSE,FALSE,FALSE,
,,Bowles,Curveball,FALSE,FALSE,0,0,2,TRUE,TRUE,FALSE,
,,Bowles,4-seam fastball,TRUE,TRUE,1,0,2,FALSE,FALSE,FALSE,
,,Bowles,2-seam fastball,FALSE,FALSE,1,1,2,FALSE,FALSE,FALSE,
,,Bowles,Curveball,FALSE,FALSE,2,1,2,FALSE,FALSE,FALSE,
,,Bowles,2-seam fastball,TRUE,TRUE,3,1,2,FALSE,FALSE,FALSE,
,,Bowles,Curveball,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,
,,Simms,2-seam fastball,FALSE,FALSE,0,0,2,TRUE,TRUE,TRUE,
,,Simms,2-seam fastball,FALSE,FALSE,1,0,2,FALSE,FALSE,FALSE,
,,Simms,2-seam fastball,TRUE,FALSE,2,0,2,FALSE,FALSE,FALSE,
,,Simms,Cutter,FALSE,FALSE,2,1,2,FALSE,FALSE,FALSE,
,,Simms,Cutter,FALSE,FALSE,3,1,2,FALSE,FALSE,FALSE,
,,Rak,2-seam fastball,TRUE,TRUE,0,0,2,TRUE,TRUE,TRUE,
Simms,Jakin,Dom,4-seam fastball,FALSE,FALSE,0,0,,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,FALSE,FALSE,1,0,0,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,FALSE,FALSE,2,0,0,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,TRUE,FALSE,3,0,0,FALSE,FALSE,FALSE,
,,Dom,Curveball,FALSE,FALSE,3,1,0,FALSE,FALSE,FALSE,
,,Parker,Curveball,TRUE,FALSE,0,0,0,TRUE,FALSE,FALSE,
,,Parker,4-seam fastball,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,
,,Parker,4-seam fastball,TRUE,TRUE,1,1,0,FALSE,TRUE,FALSE,
,,Parker,Curveball,TRUE,TRUE,1,2,0,FALSE,FALSE,FALSE,
,,Plant,4-seam fastball,FALSE,FALSE,0,0,1,FALSE,FALSE,FALSE,
,,Plant,Curveball,TRUE,TRUE,0,0,1,FALSE,FALSE,TRUE,
,,Aryo,4-seam fastball,FALSE,FALSE,0,0,1,TRUE,FALSE,FALSE,
,,Aryo,4-seam fastball,TRUE,TRUE,1,0,1,FALSE,FALSE,FALSE,
,,ARyo,Changeup,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,
,,ARyo,4-seam fastball,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,
,,Aryo,4-seam fastball,TRUE,TRUE,2,2,1,FALSE,FALSE,FALSE,
,,Aryo,Curveball,FALSE,FALSE,3,2,1,FALSE,FALSE,FALSE,
,,Aryo,4-seam fastball,TRUE,TRUE,3,2,1,FALSE,FALSE,FALSE,
,,Bowles,4-seam fastball,TRUE,TRUE,0,0,2,FALSE,TRUE,FALSE,
,,Bowles,4-seam fastball,FALSE,FALSE,0,1,2,FALSE,FALSE,FALSE,
,,Bowles,Curveball,FALSE,FALSE,1,1,2,FALSE,FALSE,FALSE,
,,Bowles,4-seam fastball,TRUE,TRUE,2,1,2,FALSE,FALSE,FALSE,
Parker,Ethan D,Simms,4-seam fastball,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Simms,Slider,FALSE,FALSE,1,0,0,FALSE,FALSE,FALSE,
,,Simms,4-seam fastball,TRUE,TRUE,2,0,0,FALSE,FALSE,FALSE,
,,Simms,Slider,TRUE,TRUE,2,1,0,FALSE,FALSE,FALSE,
,,Rak,Slider,FALSE,TRUE,0,0,0,TRUE,FALSE,FALSE,
,,Rak,4-seam fastball,TRUE,FALSE,0,1,0,FALSE,FALSE,FALSE,
,,Rak,4-seam fastball,FALSE,TRUE,0,2,0,FALSE,FALSE,FALSE,
,,Dom,Changeup,FALSE,FALSE,0,0,1,TRUE,FALSE,FALSE,
,,Dom,4-seam fastball,FALSE,FALSE,1,0,1,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,FALSE,FALSE,2,0,1,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,TRUE,TRUE,3,0,1,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,TRUE,FALSE,3,1,1,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,FALSE,FALSE,3,2,1,FALSE,FALSE,FALSE,
,,Plant,4-seam fastball,FALSE,FALSE,0,0,1,TRUE,TRUE,FALSE,
,,Plant,4-seam fastball,TRUE,TRUE,1,0,1,FALSE,FALSE,FALSE,
,,Plant,Changeup,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,
,,Plant,Slider,FALSE,FALSE,2,1,1,FALSE,FALSE,FALSE,
,,Plant,4-seam fastball,TRUE,FALSE,3,1,1,FALSE,FALSE,FALSE,
,,Plant,4-seam fastball,TRUE,TRUE,3,2,1,FALSE,FALSE,FALSE,
,,Aryo,4-seam fastball,FALSE,FALSE,0,0,2,TRUE,TRUE,FALSE,
,,Aryo,4-seam fastball,FALSE,FALSE,1,0,2,FALSE,FALSE,FALSE,
,,Aryo,4-seam fastball,TRUE,FALSE,2,0,2,FALSE,FALSE,FALSE,
,,Aryo,Slider,FALSE,TRUE,2,1,2,FALSE,FALSE,FALSE,
,,Aryo,Slider,FALSE,TRUE,2,2,2,FALSE,FALSE,FALSE,
Simms,Jakin,bowles,4-seam fastball,TRUE,TRUE,0,0,0,FALSE,FALSE,FALSE,
,,bowles,Curveball,TRUE,FALSE,0,1,0,FALSE,FALSE,FALSE,
,,bowles,4-seam fastball,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,
,,bowles,Curveball,FALSE,FALSE,1,2,0,FALSE,FALSE,FALSE,
,,bowles,4-seam fastball,FALSE,FALSE,2,2,0,FALSE,FALSE,FALSE,
,,bowles,4-seam fastball,FALSE,FALSE,3,2,0,FALSE,FALSE,FALSE,
,,Rak,4-seam fastball,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,
,,Rak,4-seam fastball,FALSE,FALSE,1,0,0,FALSE,FALSE,FALSE,
,,Rak,4-seam fastball,TRUE,TRUE,2,0,0,FALSE,FALSE,FALSE,
,,Dom,Curveball,FALSE,FALSE,0,0,1,TRUE,FALSE,FALSE,
,,Dom,4-seam fastball,FALSE,FALSE,1,0,1,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,FALSE,FALSE,2,0,1,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,FALSE,FALSE,3,0,1,FALSE,FALSE,FALSE,
,,Parker,4-seam fastball,TRUE,TRUE,0,0,1,TRUE,TRUE,FALSE,
,,Parker,4-seam fastball,FALSE,FALSE,0,0,2,TRUE,FALSE,TRUE,
,,Plant,Curveball,TRUE,FALSE,1,0,2,FALSE,TRUE,FALSE,
,,Plant,Changeup,FALSE,TRUE,1,1,2,FALSE,FALSE,FALSE,
,,Plant,4-seam fastball,FALSE,FALSE,1,2,2,FALSE,FALSE,FALSE,
,,Plant,4-seam fastball,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,
,,Plant,Curveball,FALSE,FALSE,3,2,2,FALSE,FALSE,TRUE,
,,Aryo,4-seam fastball,TRUE,TRUE,0,0,2,TRUE,FALSE,TRUE,
,,Aryo,Changeup,FALSE,FALSE,0,1,2,FALSE,FALSE,FALSE,
,,Aryo,4-seam fastball,FALSE,FALSE,1,1,2,FALSE,FALSE,FALSE,
,,Aryo,4-seam fastball,TRUE,FALSE,2,1,2,FALSE,FALSE,FALSE,
,,Aryo,4-seam fastball,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,
,,Aryo,4-seam fastball,TRUE,TRUE,3,2,2,FALSE,FALSE,FALSE,
Parker,Ethan D,bowles,4-seam fastball,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,bowles,4-seam fastball,TRUE,TRUE,1,0,0,FALSE,FALSE,FALSE,
,,Simms,Slider,TRUE,FALSE,0,0,1,FALSE,FALSE,FALSE,
,,Simms,4-seam fastball,TRUE,TRUE,0,1,1,FALSE,FALSE,FALSE,
Simms,Jakin,Rak,4-seam fastball,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Rak,4-seam fastball,FALSE,FALSE,1,0,0,FALSE,FALSE,FALSE,
,,Rak,4-seam fastball,TRUE,TRUE,2,0,0,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,TRUE,TRUE,0,0,0,TRUE,FALSE,FALSE,
Parker,Eddie,Plant,4-seam fastball,TRUE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Plant,Changeup,TRUE,TRUE,0,1,0,FALSE,FALSE,FALSE,
,,Plant,Slider,FALSE,FALSE,0,2,0,FALSE,FALSE,FALSE,
,,Plant,4-seam fastball,TRUE,TRUE,1,2,0,FALSE,FALSE,FALSE,
,,Plant,Slider,TRUE,FALSE,1,2,0,FALSE,FALSE,FALSE,
,,Aryo,4-seam fastball,TRUE,FALSE,0,0,1,FALSE,FALSE,FALSE,
,,Aryo,Changeup,FALSE,FALSE,0,1,1,FALSE,FALSE,FALSE,
,,Aryo,2-seam fastball,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,
,,Aryo,2-seam fastball,TRUE,TRUE,2,1,1,FALSE,FALSE,FALSE,
,,aryo,4-seam fastball,FALSE,FALSE,2,2,1,FALSE,FALSE,FALSE,
,,aryo,Changeup,TRUE,FALSE,3,2,1,FALSE,FALSE,FALSE,
,,bowles,Slider,FALSE,FALSE,0,0,2,FALSE,FALSE,FALSE,
,,bowles,4-seam fastball,FALSE,FALSE,1,0,2,FALSE,FALSE,FALSE,
,,bowles,2-seam fastball,FALSE,FALSE,2,0,2,FALSE,FALSE,FALSE,
,,bowles,2-seam fastball,FALSE,FALSE,3,0,2,FALSE,FALSE,FALSE,
,,Simms,Slider,FALSE,FALSE,0,0,2,TRUE,FALSE,FALSE,
,,Simms,4-seam fastball,FALSE,FALSE,1,0,2,FALSE,FALSE,FALSE,
,,Simms,2-seam fastball,TRUE,FALSE,2,0,2,FALSE,FALSE,FALSE,
,,Simms,4-seam fastball,TRUE,TRUE,2,1,2,FALSE,FALSE,FALSE,
,,Simms,4-seam fastball,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,
,,Simms,4-seam fastball,FALSE,FALSE,3,2,2,FALSE,FALSE,FALSE,
,,Rak,4-seam fastball,FALSE,FALSE,0,0,2,TRUE,TRUE,FALSE,
,,Rak,2-seam fastball,FALSE,TRUE,1,0,2,FALSE,FALSE,FALSE,
,,Rak,2-seam fastball,TRUE,TRUE,1,1,2,FALSE,FALSE,FALSE,
,,Rak,2-seam fastball,FALSE,FALSE,1,2,2,FALSE,FALSE,FALSE,
,,Rak,Changeup,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,
,,Rak,4-seam fastball,TRUE,TRUE,3,2,2,FALSE,FALSE,FALSE,
,,Dom,4-seam fastball,FALSE,FALSE,0,0,2,TRUE,TRUE,TRUE,
,,Plant,4-seam fastball,TRUE,TRUE,0,0,2,TRUE,TRUE,TRUE,
,,Plant,Slider,FALSE,FALSE,0,1,2,FALSE,FALSE,FALSE,
,,Plant,4-seam fastball,TRUE,TRUE,1,1,2,FALSE,FALSE,FALSE,
Simms,Coop,Horn,2-seam fastball,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Horn,2-seam fastball,TRUE,TRUE,1,0,0,FALSE,FALSE,FALSE,
,,Horn,Slider,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,
,,Horn,2-seam fastball,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,
,,Horn,2-seam fastball,FALSE,FALSE,3,1,0,FALSE,FALSE,FALSE,
,,Grier,2-seam fastball,TRUE,FALSE,0,0,0,TRUE,FALSE,FALSE,
,,Grier,Slider,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,
,,Grier,2-seam fastball,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,
,,Grier,Slider,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,
,,Grier,2-seam fastball,TRUE,TRUE,3,1,0,FALSE,FALSE,FALSE,
,,Tyson,2-seam fastball,TRUE,TRUE,0,0,2,FALSE,FALSE,FALSE,
,,Tyson,2-seam fastball,TRUE,TRUE,0,1,2,FALSE,FALSE,FALSE,
,,Tyson,Changeup,FALSE,FALSE,0,2,2,FALSE,FALSE,FALSE,
,,Tyson,2-seam fastball,TRUE,FALSE,1,2,2,FALSE,FALSE,FALSE,
Parker,Eddie,Dex,4-seam fastball,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
Parker,,Dex,4-seam fastball,FALSE,FALSE,1,0,0,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,TRUE,FALSE,2,0,0,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,TRUE,TRUE,2,1,0,FALSE,FALSE,FALSE,
,,Dex,Changeup,FALSE,FALSE,2,2,0,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,TRUE,TRUE,3,2,0,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,FALSE,FALSE,3,2,0,FALSE,FALSE,FALSE,
,,Fast,2-seam fastball,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,
,,Fast,Changeup,TRUE,FALSE,1,0,0,FALSE,FALSE,FALSE,
,,Fast,4-seam fastball,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,
,,Fast,2-seam fastball,TRUE,TRUE,2,1,0,FALSE,FALSE,FALSE,
,,Fast,2-seam fastball,TRUE,TRUE,2,2,0,FALSE,FALSE,FALSE,
,,Simms,2-seam fastball,TRUE,TRUE,0,0,1,TRUE,FALSE,FALSE,
,,Simms,2-seam fastball,TRUE,TRUE,0,0,2,FALSE,FALSE,FALSE,
Simms,Coop,Grier,Slider,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Grier,2-seam fastball,FALSE,TRUE,1,0,0,FALSE,FALSE,FALSE,
,,Grier,2-seam fastball,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,
,,Grier,Slider,FALSE,FALSE,2,1,0,FALSE,FALSE,FALSE,
,,Grier,2-seam fastball,TRUE,FALSE,3,1,0,FALSE,FALSE,FALSE,
,,Grier,Slider,FALSE,TRUE,3,2,0,FALSE,FALSE,FALSE,
,,Tyson,2-seam fastball,FALSE,TRUE,0,0,0,TRUE,FALSE,FALSE,
,,Tyson,2-seam fastball,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,
,,Tyson,2-seam fastball,TRUE,TRUE,1,1,0,FALSE,TRUE,FALSE,
,,Tyson,Changeup,FALSE,FALSE,1,2,0,FALSE,FALSE,TRUE,
,,Tyson,Slider,TRUE,TRUE,2,2,0,FALSE,FALSE,FALSE,
,,Tyson,2-seam fastball,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,TRUE,TRUE,0,0,1,FALSE,FALSE,FALSE,
,,Dex,Slider,FALSE,FALSE,0,1,1,FALSE,FALSE,FALSE,
,,Dex,Slider,FALSE,FALSE,1,1,1,FALSE,FALSE,FALSE,
,,Dex,Slider,TRUE,TRUE,2,1,1,FALSE,FALSE,FALSE,
,,Dex,Slider,TRUE,TRUE,2,2,1,FALSE,FALSE,FALSE,
,,Parker,4-seam fastball,FALSE,FALSE,0,0,2,FALSE,FALSE,FALSE,
,,Fast,2-seam fastball,FALSE,FALSE,0,0,2,TRUE,FALSE,FALSE,
,,Horn,2-seam fastball,TRUE,TRUE,0,0,2,TRUE,TRUE,FALSE,
,,Horn,Changeup,FALSE,FALSE,0,1,2,FALSE,FALSE,FALSE,
,,Horn,2-seam fastball,TRUE,FALSE,1,1,2,FALSE,FALSE,FALSE,
,,Horn,Slider,TRUE,TRUE,1,2,2,FALSE,FALSE,FALSE,
,,Horn,Changeup,FALSE,FALSE,1,2,2,FALSE,FALSE,FALSE,
,,Horn,2-seam fastball,FALSE,FALSE,2,2,2,FALSE,FALSE,FALSE,
,,Horn,Changeup,FALSE,FALSE,3,2,2,FALSE,FALSE,FALSE,
,,Grier,2-seam fastball,TRUE,TRUE,0,0,2,TRUE,TRUE,TRUE,
,,Grier,Slider,TRUE,TRUE,0,1,2,FALSE,FALSE,FALSE,
,,Grier,2-seam fastball,FALSE,TRUE,0,2,2,FALSE,FALSE,FALSE,
Parker,Eddie,Tyson,Changeup,FALSE,TRUE,0,0,0,FALSE,FALSE,FALSE,
,,Tyson,Changeup,FALSE,TRUE,0,1,0,FALSE,FALSE,FALSE,
,,Tyson,Changeup,FALSE,TRUE,0,2,0,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,TRUE,TRUE,0,0,1,FALSE,FALSE,FALSE,
,,Dex,Slider,TRUE,FALSE,0,1,1,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,TRUE,TRUE,0,2,1,FALSE,FALSE,FALSE,
,,Fast,2-seam fastball,TRUE,TRUE,0,0,2,FALSE,FALSE,FALSE,
,,Fast,Slider,TRUE,FALSE,0,1,2,FALSE,FALSE,FALSE,
,,Fast,Curveball,FALSE,TRUE,0,2,2,FALSE,FALSE,FALSE,
Simms,Coop,Horn,2-seam fastball,TRUE,TRUE,0,0,0,FALSE,FALSE,FALSE,
,,Grier,Changeup,FALSE,FALSE,0,0,0,TRUE,FALSE,FALSE,
,,Grier,2-seam fastball,FALSE,FALSE,1,0,0,FALSE,FALSE,FALSE,
,,Grier,2-seam fastball,FALSE,FALSE,2,0,0,FALSE,FALSE,FALSE,
,,Grier,4-seam fastball,FALSE,FALSE,3,0,0,FALSE,TRUE,FALSE,
,,Tyson,2-seam fastball,FALSE,FALSE,1,0,0,TRUE,TRUE,FALSE,
,,Tyson,2-seam fastball,FALSE,FALSE,2,0,0,FALSE,FALSE,FALSE,
,,Tyson,Changeup,TRUE,FALSE,2,1,0,FALSE,FALSE,FALSE,
,,Tyson,2-seam fastball,TRUE,TRUE,2,2,0,FALSE,FALSE,FALSE,
,,Dex,2-seam fastball,FALSE,FALSE,0,0,1,FALSE,FALSE,FALSE,
Parker,Eddie,Simms,2-seam fastball,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Simms,2-seam fastball,TRUE,TRUE,1,0,0,FALSE,FALSE,FALSE,
Simms,Coop,Horn,2-seam fastball,TRUE,TRUE,0,0,0,FALSE,FALSE,FALSE,
,,Horn,Changeup,FALSE,FALSE,0,1,0,FALSE,FALSE,FALSE,
,,Horn,2-seam fastball,FALSE,FALSE,1,1,0,FALSE,FALSE,FALSE,
,,Horn,Slider,TRUE,FALSE,2,1,0,FALSE,FALSE,FALSE,
,,Horn,2-seam fastball,FALSE,FALSE,2,2,0,FALSE,FALSE,FALSE,
,,Horn,2-seam fastball,TRUE,FALSE,3,2,0,FALSE,FALSE,FALSE,
,,Grier,2-seam fastball,FALSE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Grier,2-seam fastball,FALSE,FALSE,1,0,0,FALSE,FALSE,FALSE,
,,Grier,Slider,FALSE,FALSE,2,0,0,FALSE,FALSE,FALSE,
,,Grier,2-seam fastball,FALSE,FALSE,3,0,0,FALSE,FALSE,FALSE,
Parker,Linder,Tyson,4-seam fastball,TRUE,FALSE,0,0,0,FALSE,FALSE,FALSE,
,,Tyson,2-seam fastball,TRUE,FALSE,0,1,0,FALSE,FALSE,FALSE,
,,Tyson,4-seam fastball,TRUE,TRUE,0,2,0,FALSE,FALSE,FALSE,
,,Dex,4-seam fastball,TRUE,TRUE,0,0,1,FALSE,FALSE,FALSE,
,,Fast,4-seam fastball,FALSE,FALSE,0,0,2,FALSE,FALSE,FALSE,
,,Fast,4-seam fastball,TRUE,FALSE,1,0,2,FALSE,FALSE,FALSE,
,,Fast,Changeup,FALSE,FALSE,1,1,2,FALSE,FALSE,FALSE,
,,Fast,4-seam fastball,FALSE,TRUE,2,1,2,FALSE,FALSE,FALSE,
,,Fast,4-seam fastball,TRUE,FALSE,2,2,2,FALSE,FALSE,FALSE,
